"Fecha y Hora  del hecho","Fecha del hecho","Hora del hecho (HH:MM)","Dia de la Semana","Genero","Comuna","Modalidad","Arma/medio","Móvil agresor","Móvil víctima","Edad","Descripcion Conducta"
"2022 Mar 22 04:30:00 PM","2022 Mar 22 12:00:00 AM","1899-12-31T16:30:00.000","martes","Femenino","El Caguán","Atraco","Arma de fuego","Pasajero motocicleta","A pie","43","Hurto a personas"
"2022 Mar 22 05:00:00 PM","2022 Mar 22 12:00:00 AM","1899-12-31T17:00:00.000","martes","Femenino","6","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","44","Hurto a personas"
"2022 Mar 22 05:30:00 PM","2022 Mar 22 12:00:00 AM","1899-12-31T17:30:00.000","martes","Femenino","1","Atraco","Arma blanca","Pasajero motocicleta","A pie","35","Hurto a personas"
"2022 Mar 22 06:30:00 PM","2022 Mar 22 12:00:00 AM","1899-12-31T18:30:00.000","martes","Masculino","1","Rompimiento de vidrio","Contundente","A pie","A pie","36","Hurto a personas"
"2022 Mar 22 07:00:00 PM","2022 Mar 22 12:00:00 AM","1899-12-31T19:00:00.000","martes","Masculino","1","Rompimiento de vidrio","Contundente","A pie","A pie","36","Hurto a personas"
"2022 Mar 22 10:30:00 PM","2022 Mar 22 12:00:00 AM","1899-12-31T22:30:00.000","martes","Femenino","1","Atraco","Arma blanca","Conductor motocicleta","A pie","20","Hurto a personas"
"2022 Mar 23 05:00:00 AM","2022 Mar 23 12:00:00 AM","1899-12-31T05:00:00.000","miércoles","Femenino","6","Atraco","Arma blanca","A pie","A pie","24","Hurto a personas"
"2022 Mar 23 07:50:00 AM","2022 Mar 23 12:00:00 AM","1899-12-31T07:50:00.000","miércoles","Femenino","1","Atraco","Arma de fuego","A pie","A pie","29","Hurto a personas"
"2022 Mar 23 11:30:00 AM","2022 Mar 23 12:00:00 AM","1899-12-31T11:30:00.000","miércoles","Femenino","10","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","26","Hurto a personas"
"2022 Mar 23 01:00:00 PM","2022 Mar 23 12:00:00 AM","1899-12-31T13:00:00.000","miércoles","Femenino","10","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor vehículo","46","Hurto a personas"
"2022 Mar 23 05:10:00 PM","2022 Mar 23 12:00:00 AM","1899-12-31T17:10:00.000","miércoles","Masculino","2","Atraco","Arma blanca","A pie","A pie","38","Hurto a personas"
"2022 Mar 23 06:30:00 PM","2022 Mar 23 12:00:00 AM","1899-12-31T18:30:00.000","miércoles","Femenino","4","Raponazo","Sin empleo de arma","Pasajero motocicleta","Pasajero motocicleta","48","Hurto a personas"
"2022 Mar 23 06:30:00 PM","2022 Mar 23 12:00:00 AM","1899-12-31T18:30:00.000","miércoles","Femenino","9","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","52","Hurto a personas"
"2022 Apr 23 06:30:00 PM","2022 Apr 23 12:00:00 AM","1899-12-31T18:30:00.000","sábado","Masculino","5","Atraco","Arma de fuego","Pasajero motocicleta","A pie","38","Hurto a personas"
"2022 Mar 23 06:30:00 PM","2022 Mar 23 12:00:00 AM","1899-12-31T18:30:00.000","miércoles","Femenino","9","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","55","Hurto a personas"
"2022 Mar 23 07:00:00 PM","2022 Mar 23 12:00:00 AM","1899-12-31T19:00:00.000","miércoles","Femenino","1","Atraco","Arma blanca","Pasajero motocicleta","A pie","30","Hurto a personas"
"2022 Mar 23 07:10:00 PM","2022 Mar 23 12:00:00 AM","1899-12-31T19:10:00.000","miércoles","Femenino","1","Atraco","Arma blanca","A pie","A pie","35","Hurto a personas"
"2022 Mar 23 07:30:00 PM","2022 Mar 23 12:00:00 AM","1899-12-31T19:30:00.000","miércoles","Femenino","4","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","37","Hurto a personas"
"2022 Mar 23 09:00:00 PM","2022 Mar 23 12:00:00 AM","1899-12-31T21:00:00.000","miércoles","Masculino","3","Atraco","Arma blanca","Pasajero motocicleta","Bicicleta","24","Hurto a personas"
"2022 Mar 24 01:00:00 AM","2022 Mar 24 12:00:00 AM","1899-12-31T01:00:00.000","jueves","Femenino","6","Atraco","Arma de fuego","Pasajero motocicleta","A pie","56","Hurto a personas"
"2022 Mar 24 03:00:00 AM","2022 Mar 24 12:00:00 AM","1899-12-31T03:00:00.000","jueves","Masculino","6","Factor de oportunidad","Sin empleo de arma","Pasajero bus","Pasajero bus","35","Hurto a personas"
"2022 Mar 24 04:40:00 AM","2022 Mar 24 12:00:00 AM","1899-12-31T04:40:00.000","jueves","Masculino","10","Atraco","Arma blanca","A pie","A pie","34","Hurto a personas"
"2022 Mar 24 06:30:00 AM","2022 Mar 24 12:00:00 AM","1899-12-31T06:30:00.000","jueves","Femenino","2","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","37","Hurto a personas"
"2022 Mar 24 06:50:00 AM","2022 Mar 24 12:00:00 AM","1899-12-31T06:50:00.000","jueves","Masculino","6","Raponazo","Sin empleo de arma","Conductor motocicleta","Conductor motocicleta","44","Hurto a personas"
"2022 Mar 24 07:00:00 AM","2022 Mar 24 12:00:00 AM","1899-12-31T07:00:00.000","jueves","Masculino","8","Atraco","Arma de fuego","Pasajero motocicleta","A pie","18","Hurto a personas"
"2022 Mar 24 08:00:00 AM","2022 Mar 24 12:00:00 AM","1899-12-31T08:00:00.000","jueves","Femenino","6","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","29","Hurto a personas"
"2022 Mar 24 08:00:00 AM","2022 Mar 24 12:00:00 AM","1899-12-31T08:00:00.000","jueves","Masculino","4","Factor de oportunidad","Sin empleo de arma","A pie","Conductor vehículo","22","Hurto a personas"
"2022 Mar 24 09:00:00 AM","2022 Mar 24 12:00:00 AM","1899-12-31T09:00:00.000","jueves","Femenino","4","Atraco","Arma de fuego","Pasajero motocicleta","Conductor vehículo","34","Hurto a personas"
"2022 Mar 24 10:30:00 AM","2022 Mar 24 12:00:00 AM","1899-12-31T10:30:00.000","jueves","Masculino","8","Atraco","Arma de fuego","Pasajero motocicleta","Conductor vehículo","40","Hurto a personas"
"2022 Mar 24 12:00:00 PM","2022 Mar 24 12:00:00 AM","1899-12-31T12:00:00.000","jueves","Femenino","6","Atraco","Arma blanca","Pasajero motocicleta","Conductor motocicleta","27","Hurto a personas"
"2022 Mar 24 03:20:00 PM","2022 Mar 24 12:00:00 AM","1899-12-31T15:20:00.000","jueves","Masculino","Veredas de Neiva","Factor de oportunidad","Sin empleo de arma","Conductor motocicleta","Conductor vehículo","39","Hurto a personas"
"2022 Mar 24 03:25:00 PM","2022 Mar 24 12:00:00 AM","1899-12-31T15:25:00.000","jueves","Femenino","1","Raponazo","Sin empleo de arma","A pie","A pie","35","Hurto a personas"
"2022 Mar 24 05:30:00 PM","2022 Mar 24 12:00:00 AM","1899-12-31T17:30:00.000","jueves","Masculino","8","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","28","Hurto a personas"
"2022 Mar 24 07:30:00 PM","2022 Mar 24 12:00:00 AM","1899-12-31T19:30:00.000","jueves","Femenino","1","Raponazo","Sin empleo de arma","Pasajero motocicleta","Pasajero motocicleta","19","Hurto a personas"
"2022 Mar 25 02:00:00 AM","2022 Mar 25 12:00:00 AM","1899-12-31T02:00:00.000","viernes","Masculino","7","Atraco","Arma de fuego","Pasajero motocicleta","A pie","51","Hurto a personas"
"2022 Mar 25 02:30:00 AM","2022 Mar 25 12:00:00 AM","1899-12-31T02:30:00.000","viernes","Femenino","2","Factor de oportunidad","Sin empleo de arma","A pie","A pie","47","Hurto a personas"
"2022 Mar 25 04:00:00 AM","2022 Mar 25 12:00:00 AM","1899-12-31T04:00:00.000","viernes","Masculino","6","Factor de oportunidad","Sin empleo de arma","Pasajero bus","Pasajero bus","55","Hurto a personas"
"2022 Mar 25 05:00:00 AM","2022 Mar 25 12:00:00 AM","1899-12-31T05:00:00.000","viernes","Femenino","1","Atraco","Arma de fuego","Pasajero motocicleta","A pie","52","Hurto a personas"
"2022 Mar 25 05:30:00 AM","2022 Mar 25 12:00:00 AM","1899-12-31T05:30:00.000","viernes","Masculino","2","Atraco","Arma de fuego","Pasajero motocicleta","A pie","35","Hurto a personas"
"2022 Mar 25 06:00:00 AM","2022 Mar 25 12:00:00 AM","1899-12-31T06:00:00.000","viernes","Masculino","6","Atraco","Arma blanca","Pasajero motocicleta","A pie","29","Hurto a personas"
"2022 Mar 25 06:30:00 AM","2022 Mar 25 12:00:00 AM","1899-12-31T06:30:00.000","viernes","Masculino","6","Atraco","Arma de fuego","Pasajero motocicleta","A pie","28","Hurto a personas"
"2022 Mar 25 06:30:00 AM","2022 Mar 25 12:00:00 AM","1899-12-31T06:30:00.000","viernes","Masculino","7","Atraco","Arma de fuego","Pasajero motocicleta","Conductor vehículo","32","Hurto a personas"
"2022 Mar 25 10:00:00 AM","2022 Mar 25 12:00:00 AM","1899-12-31T10:00:00.000","viernes","Masculino","4","Factor de oportunidad","Sin empleo de arma","A pie","A pie","27","Hurto a personas"
"2022 Mar 25 10:30:00 AM","2022 Mar 25 12:00:00 AM","1899-12-31T10:30:00.000","viernes","Masculino","10","Atraco","Arma de fuego","Pasajero motocicleta","Conductor vehículo","48","Hurto a personas"
"2022 Mar 25 03:00:00 PM","2022 Mar 25 12:00:00 AM","1899-12-31T15:00:00.000","viernes","Masculino","10","Atraco","Arma de fuego","Pasajero motocicleta","Pasajero vehículo","55","Hurto a personas"
"2022 Mar 25 03:40:00 PM","2022 Mar 25 12:00:00 AM","1899-12-31T15:40:00.000","viernes","Masculino","1","Atraco","Arma de fuego","A pie","A pie","19","Hurto a personas"
"2022 Mar 25 06:00:00 PM","2022 Mar 25 12:00:00 AM","1899-12-31T18:00:00.000","viernes","Femenino","5","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","33","Hurto a personas"
"2022 Mar 25 06:30:00 PM","2022 Mar 25 12:00:00 AM","1899-12-31T18:30:00.000","viernes","Femenino","7","Raponazo","Sin empleo de arma","A pie","A pie","63","Hurto a personas"
"2022 Mar 25 08:00:00 PM","2022 Mar 25 12:00:00 AM","1899-12-31T20:00:00.000","viernes","Masculino","3","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","46","Hurto a personas"
"2022 Mar 25 08:30:00 PM","2022 Mar 25 12:00:00 AM","1899-12-31T20:30:00.000","viernes","Femenino","5","Atraco","Arma de fuego","Pasajero motocicleta","A pie","47","Hurto a personas"
"2022 Mar 26 01:30:00 AM","2022 Mar 26 12:00:00 AM","1899-12-31T01:30:00.000","sábado","Femenino","2","Factor de oportunidad","Sin empleo de arma","A pie","A pie","32","Hurto a personas"
"2022 Mar 26 03:30:00 AM","2022 Mar 26 12:00:00 AM","1899-12-31T03:30:00.000","sábado","Masculino","1","Atraco","Arma de fuego","A pie","A pie","Sin dato","Hurto a personas"
"2022 Mar 26 06:30:00 AM","2022 Mar 26 12:00:00 AM","1899-12-31T06:30:00.000","sábado","Masculino","4","Atraco","Arma blanca","Pasajero motocicleta","A pie","24","Hurto a personas"
"2022 Mar 26 11:30:00 AM","2022 Mar 26 12:00:00 AM","1899-12-31T11:30:00.000","sábado","Femenino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","40","Hurto a personas"
"2022 Mar 26 05:30:00 PM","2022 Mar 26 12:00:00 AM","1899-12-31T17:30:00.000","sábado","Femenino","4","Bataleo","Sin empleo de arma","Pasajero motocicleta","Conductor vehículo","26","Hurto a personas"
"2022 Mar 26 07:00:00 PM","2022 Mar 26 12:00:00 AM","1899-12-31T19:00:00.000","sábado","Masculino","7","Raponazo","Sin empleo de arma","Conductor motocicleta","Conductor motocicleta","49","Hurto a personas"
"2022 Mar 26 07:00:00 PM","2022 Mar 26 12:00:00 AM","1899-12-31T19:00:00.000","sábado","Masculino","1","Atraco","Arma de fuego","Pasajero motocicleta","A pie","20","Hurto a personas"
"2022 Mar 26 08:00:00 PM","2022 Mar 26 12:00:00 AM","1899-12-31T20:00:00.000","sábado","Masculino","2","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","52","Hurto a personas"
"2022 Mar 26 09:00:00 PM","2022 Mar 26 12:00:00 AM","1899-12-31T21:00:00.000","sábado","Femenino","6","Raponazo","Sin empleo de arma","Pasajero motocicleta","Pasajero motocicleta","21","Hurto a personas"
"2022 Mar 26 10:30:00 PM","2022 Mar 26 12:00:00 AM","1899-12-31T22:30:00.000","sábado","Masculino","10","Atraco","Arma de fuego","Pasajero motocicleta","Conductor vehículo","39","Hurto a personas"
"2022 Mar 27 01:30:00 AM","2022 Mar 27 12:00:00 AM","1899-12-31T01:30:00.000","domingo","Masculino","8","Atraco","Arma blanca","A pie","A pie","22","Hurto a personas"
"2022 Mar 27 03:00:00 AM","2022 Mar 27 12:00:00 AM","1899-12-31T03:00:00.000","domingo","Masculino","1","Atraco","Sin dato","A pie","A pie","25","Hurto a personas"
"2022 Mar 27 03:00:00 AM","2022 Mar 27 12:00:00 AM","1899-12-31T03:00:00.000","domingo","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a personas"
"2022 Mar 27 04:30:00 AM","2022 Mar 27 12:00:00 AM","1899-12-31T04:30:00.000","domingo","Femenino","6","Atraco","Arma de fuego","A pie","Conductor motocicleta","37","Hurto a personas"
"2022 Mar 27 04:30:00 AM","2022 Mar 27 12:00:00 AM","1899-12-31T04:30:00.000","domingo","Femenino","El Caguán","Atraco","Arma de fuego","A pie","Conductor motocicleta","62","Hurto a personas"
"2022 Mar 27 04:30:00 AM","2022 Mar 27 12:00:00 AM","1899-12-31T04:30:00.000","domingo","Masculino","6","Atraco","Arma de fuego","A pie","Conductor motocicleta","38","Hurto a personas"
"2022 Mar 27 05:30:00 AM","2022 Mar 27 12:00:00 AM","1899-12-31T05:30:00.000","domingo","Femenino","1","-","Sin empleo de arma","A pie","A pie","52","Hurto a personas"
"2022 Mar 27 10:30:00 AM","2022 Mar 27 12:00:00 AM","1899-12-31T10:30:00.000","domingo","Masculino","7","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","24","Hurto a personas"
"2022 Mar 27 01:30:00 PM","2022 Mar 27 12:00:00 AM","1899-12-31T13:30:00.000","domingo","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","20","Hurto a personas"
"2022 Mar 27 05:00:00 PM","2022 Mar 27 12:00:00 AM","1899-12-31T17:00:00.000","domingo","Masculino","1","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor vehículo","59","Hurto a personas"
"2022 Mar 27 07:20:00 PM","2022 Mar 27 12:00:00 AM","1899-12-31T19:20:00.000","domingo","Masculino","1","Atraco","Arma de fuego","A pie","A pie","35","Hurto a personas"
"2022 Mar 28 03:30:00 AM","2022 Mar 28 12:00:00 AM","1899-12-31T03:30:00.000","lunes","Masculino","8","Atraco","Arma de fuego","Pasajero motocicleta","A pie","35","Hurto a personas"
"2022 Mar 28 04:30:00 AM","2022 Mar 28 12:00:00 AM","1899-12-31T04:30:00.000","lunes","Masculino","2","Atraco","Arma de fuego","Pasajero motocicleta","A pie","32","Hurto a personas"
"2022 Mar 28 09:30:00 AM","2022 Mar 28 12:00:00 AM","1899-12-31T09:30:00.000","lunes","Femenino","3","Engaño","Sin empleo de arma","A pie","A pie","19","Hurto a personas"
"2022 Mar 28 10:05:00 AM","2022 Mar 28 12:00:00 AM","1899-12-31T10:05:00.000","lunes","Masculino","1","Atraco","Sin dato","A pie","A pie","Sin dato","Hurto a personas"
"2022 Mar 28 12:00:00 PM","2022 Mar 28 12:00:00 AM","1899-12-31T12:00:00.000","lunes","Femenino","7","Factor de oportunidad","Sin empleo de arma","A pie","A pie","66","Hurto a personas"
"2022 Mar 28 01:00:00 PM","2022 Mar 28 12:00:00 AM","1899-12-31T13:00:00.000","lunes","Masculino","3","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","52","Hurto a personas"
"2022 Mar 28 03:30:00 PM","2022 Mar 28 12:00:00 AM","1899-12-31T15:30:00.000","lunes","Femenino","6","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","24","Hurto a personas"
"2022 Mar 28 03:50:00 PM","2022 Mar 28 12:00:00 AM","1899-12-31T15:50:00.000","lunes","Masculino","6","Atraco","Arma de fuego","Pasajero motocicleta","A pie","31","Hurto a personas"
"2022 Mar 28 04:00:00 PM","2022 Mar 28 12:00:00 AM","1899-12-31T16:00:00.000","lunes","Masculino","8","Atraco","Arma de fuego","Pasajero motocicleta","A pie","24","Hurto a personas"
"2022 Mar 28 04:00:00 PM","2022 Mar 28 12:00:00 AM","1899-12-31T16:00:00.000","lunes","Masculino","6","Atraco","Arma de fuego","Pasajero motocicleta","A pie","33","Hurto a personas"
"2022 Mar 28 04:20:00 PM","2022 Mar 28 12:00:00 AM","1899-12-31T16:20:00.000","lunes","Masculino","6","Atraco","Arma blanca","A pie","A pie","26","Hurto a personas"
"2022 Mar 28 04:55:00 PM","2022 Mar 28 12:00:00 AM","1899-12-31T16:55:00.000","lunes","Femenino","10","Atraco","Arma de fuego","A pie","A pie","41","Hurto a personas"
"2022 Mar 28 05:22:00 PM","2022 Mar 28 12:00:00 AM","1899-12-31T17:22:00.000","lunes","Masculino","1","Atraco","Arma de fuego","A pie","A pie","Sin dato","Hurto a personas"
"2022 Mar 28 06:30:00 PM","2022 Mar 28 12:00:00 AM","1899-12-31T18:30:00.000","lunes","Masculino","1","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor vehículo","47","Hurto a personas"
"2022 Mar 28 10:30:00 PM","2022 Mar 28 12:00:00 AM","1899-12-31T22:30:00.000","lunes","Masculino","1","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","39","Hurto a personas"
"2022 Mar 28 11:30:00 PM","2022 Mar 28 12:00:00 AM","1899-12-31T23:30:00.000","lunes","Masculino","3","Atraco","Arma blanca","Pasajero motocicleta","A pie","32","Hurto a personas"
"2022 Mar 29 01:00:00 AM","2022 Mar 29 12:00:00 AM","1899-12-31T01:00:00.000","martes","Femenino","6","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","28","Hurto a personas"
"2022 Mar 29 03:30:00 AM","2022 Mar 29 12:00:00 AM","1899-12-31T03:30:00.000","martes","Masculino","6","Atraco","Arma de fuego","Pasajero motocicleta","A pie","33","Hurto a personas"
"2022 Mar 29 04:00:00 AM","2022 Mar 29 12:00:00 AM","1899-12-31T04:00:00.000","martes","Masculino","4","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","26","Hurto a personas"
"2022 Mar 29 04:50:00 AM","2022 Mar 29 12:00:00 AM","1899-12-31T04:50:00.000","martes","Masculino","1","Atraco","Arma de fuego","A pie","A pie","Sin dato","Hurto a personas"
"2022 Mar 29 05:30:00 AM","2022 Mar 29 12:00:00 AM","1899-12-31T05:30:00.000","martes","Femenino","4","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","35","Hurto a personas"
"2022 Mar 29 06:10:00 AM","2022 Mar 29 12:00:00 AM","1899-12-31T06:10:00.000","martes","Femenino","9","Atraco","Arma blanca","A pie","A pie","57","Hurto a personas"
"2022 May 17 09:30:00 PM","2022 May 17 12:00:00 AM","1899-12-31T21:30:00.000","martes","Masculino","8","No reportada","Arma blanca","Pasajero motocicleta","A pie","28","Hurto a personas"
"2022 Mar 29 09:00:00 AM","2022 Mar 29 12:00:00 AM","1899-12-31T09:00:00.000","martes","Masculino","4","Violación de cerradura","Contundente","Pasajero motocicleta","Conductor vehículo","20","Hurto a personas"
"2022 Mar 29 09:30:00 AM","2022 Mar 29 12:00:00 AM","1899-12-31T09:30:00.000","martes","Masculino","10","Atraco","Arma de fuego","Pasajero motocicleta","A pie","28","Hurto a personas"
"2022 Mar 29 09:30:00 AM","2022 Mar 29 12:00:00 AM","1899-12-31T09:30:00.000","martes","Masculino","6","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","31","Hurto a personas"
"2022 Mar 29 03:00:00 PM","2022 Mar 29 12:00:00 AM","1899-12-31T15:00:00.000","martes","Femenino","2","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","31","Hurto a personas"
"2022 Mar 29 03:21:00 PM","2022 Mar 29 12:00:00 AM","1899-12-31T15:21:00.000","martes","Masculino","1","Atraco","Arma de fuego","A pie","A pie","37","Hurto a personas"
"2022 Mar 29 03:45:00 PM","2022 Mar 29 12:00:00 AM","1899-12-31T15:45:00.000","martes","Masculino","1","Fleteo","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a personas"
"2022 Mar 29 06:30:00 PM","2022 Mar 29 12:00:00 AM","1899-12-31T18:30:00.000","martes","Masculino","3","Atraco","Arma de fuego","Pasajero motocicleta","Conductor vehículo","29","Hurto a personas"
"2022 Mar 29 08:00:00 PM","2022 Mar 29 12:00:00 AM","1899-12-31T20:00:00.000","martes","Femenino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","24","Hurto a personas"
"2022 Mar 30 12:32:00 AM","2022 Mar 30 12:00:00 AM","1899-12-31T00:32:00.000","miércoles","Masculino","1","Atraco","Arma de fuego","A pie","A pie","34","Hurto a personas"
"2022 Mar 30 02:00:00 AM","2022 Mar 30 12:00:00 AM","1899-12-31T02:00:00.000","miércoles","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","44","Hurto a personas"
"2022 Mar 30 05:30:00 AM","2022 Mar 30 12:00:00 AM","1899-12-31T05:30:00.000","miércoles","Masculino","5","Atraco","Arma de fuego","Pasajero motocicleta","A pie","66","Hurto a personas"
"2022 Mar 30 07:45:00 AM","2022 Mar 30 12:00:00 AM","1899-12-31T07:45:00.000","miércoles","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a personas"
"2022 Mar 30 10:40:00 AM","2022 Mar 30 12:00:00 AM","1899-12-31T10:40:00.000","miércoles","Masculino","6","Atraco","Arma blanca","A pie","A pie","27","Hurto a personas"
"2022 Mar 30 11:00:00 AM","2022 Mar 30 12:00:00 AM","1899-12-31T11:00:00.000","miércoles","Masculino","10","Atraco","Arma de fuego","Pasajero motocicleta","A pie","21","Hurto a personas"
"2022 Mar 30 11:30:00 AM","2022 Mar 30 12:00:00 AM","1899-12-31T11:30:00.000","miércoles","Femenino","6","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","40","Hurto a personas"
"2022 Mar 30 03:50:00 PM","2022 Mar 30 12:00:00 AM","1899-12-31T15:50:00.000","miércoles","Femenino","1","Atraco","Arma de fuego","A pie","A pie","21","Hurto a personas"
"2022 Mar 30 08:00:00 PM","2022 Mar 30 12:00:00 AM","1899-12-31T20:00:00.000","miércoles","Femenino","1","Atraco","Arma de fuego","A pie","A pie","29","Hurto a personas"
"2022 Mar 30 09:30:00 PM","2022 Mar 30 12:00:00 AM","1899-12-31T21:30:00.000","miércoles","Masculino","5","Raponazo","Sin empleo de arma","Conductor motocicleta","Conductor motocicleta","42","Hurto a personas"
"2022 Mar 30 09:52:00 PM","2022 Mar 30 12:00:00 AM","1899-12-31T21:52:00.000","miércoles","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","32","Hurto a personas"
"2022 Mar 31 07:30:00 AM","2022 Mar 31 12:00:00 AM","1899-12-31T07:30:00.000","jueves","Femenino","9","Raponazo","Sin empleo de arma","Conductor motocicleta","A pie","45","Hurto a personas"
"2022 Mar 31 10:00:00 AM","2022 Mar 31 12:00:00 AM","1899-12-31T10:00:00.000","jueves","Masculino","2","Atraco","Arma de fuego","A pie","A pie","46","Hurto a personas"
"2022 Mar 31 11:30:00 AM","2022 Mar 31 12:00:00 AM","1899-12-31T11:30:00.000","jueves","Femenino","5","Atraco","Arma de fuego","Conductor motocicleta","Conductor motocicleta","51","Hurto a personas"
"2022 Mar 31 12:00:00 PM","2022 Mar 31 12:00:00 AM","1899-12-31T12:00:00.000","jueves","Masculino","4","Factor de oportunidad","Sin empleo de arma","A pie","A pie","45","Hurto a personas"
"2022 Mar 31 01:30:00 PM","2022 Mar 31 12:00:00 AM","1899-12-31T13:30:00.000","jueves","Masculino","4","Factor de oportunidad","Sin empleo de arma","A pie","Conductor motocicleta","27","Hurto a personas"
"2022 Mar 31 03:30:00 PM","2022 Mar 31 12:00:00 AM","1899-12-31T15:30:00.000","jueves","Masculino","1","Atraco","Arma blanca","Pasajero motocicleta","Conductor motocicleta","20","Hurto a personas"
"2022 Mar 31 04:00:00 PM","2022 Mar 31 12:00:00 AM","1899-12-31T16:00:00.000","jueves","Masculino","1","Atraco","Arma blanca","A pie","A pie","21","Hurto a personas"
"2022 Mar 31 07:00:00 PM","2022 Mar 31 12:00:00 AM","1899-12-31T19:00:00.000","jueves","Masculino","4","Raponazo","Sin empleo de arma","Conductor motocicleta","A pie","64","Hurto a personas"
"2022 Mar 31 08:00:00 PM","2022 Mar 31 12:00:00 AM","1899-12-31T20:00:00.000","jueves","Masculino","1","Atraco","Arma de fuego","A pie","A pie","20","Hurto a personas"
"2022 Mar 31 09:20:00 PM","2022 Mar 31 12:00:00 AM","1899-12-31T21:20:00.000","jueves","Masculino","1","Atraco","Arma de fuego","A pie","A pie","Sin dato","Hurto a personas"
"2022 Mar 31 11:30:00 PM","2022 Mar 31 12:00:00 AM","1899-12-31T23:30:00.000","jueves","Masculino","5","Atraco","Arma de fuego","Pasajero motocicleta","A pie","25","Hurto a personas"
"2022 Mar 01 10:46:00 AM","2022 Mar 01 12:00:00 AM","1899-12-31T10:46:00.000","martes","Masculino","10","Halado","Sin empleo de arma","A pie","A pie","46","Hurto a automotores"
"2022 Mar 05 03:00:00 AM","2022 Mar 05 12:00:00 AM","1899-12-31T03:00:00.000","sábado","Masculino","9","Halado","Sin empleo de arma","A pie","A pie","70","Hurto a automotores"
"2022 Mar 26 10:30:00 PM","2022 Mar 26 12:00:00 AM","1899-12-31T22:30:00.000","sábado","Masculino","10","Atraco","Arma de fuego","Pasajero motocicleta","Conductor de vehiculo","39","Hurto a automotores"
"2022 Mar 27 03:58:00 AM","2022 Mar 27 12:00:00 AM","1899-12-31T03:58:00.000","domingo","Masculino","VEREDAS DE NEIVA","Halado","Llave maestra","Pasajero vehiculo","A pie","66","Hurto a automotores"
"2022 Mar 01 09:00:00 PM","2022 Mar 01 12:00:00 AM","1899-12-31T21:00:00.000","martes","Sin dato","6","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 01 04:25:00 PM","2022 Mar 01 12:00:00 AM","1899-12-31T16:25:00.000","martes","Sin dato","2","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 02 11:36:00 AM","2022 Mar 02 12:00:00 AM","1899-12-31T11:36:00.000","miércoles","Sin dato","3","Vandalismo","Contundente","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 03 03:00:00 PM","2022 Mar 03 12:00:00 AM","1899-12-31T15:00:00.000","jueves","Sin dato","6","Engaño","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 03 11:05:00 AM","2022 Mar 03 12:00:00 AM","1899-12-31T11:05:00.000","jueves","Sin dato","7","Vandalismo","Contundente","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 05 09:00:00 PM","2022 Mar 05 12:00:00 AM","1899-12-31T21:00:00.000","sábado","Sin dato","3","Violación de cerradura","Palanca","A pie","A pie","Sin dato","Hurto a comercio"
