"Fecha y Hora  del hecho","Fecha del hecho","Hora del hecho (HH:MM)","Dia de la Semana","Genero","Comuna","Modalidad","Arma/medio","Móvil agresor","Móvil víctima","Edad","Descripcion Conducta"
"2022 Jan 18 09:00:00 AM","2022 Jan 18 12:00:00 AM","1899-12-31T09:00:00.000","martes","Femenino","6","Raponazo","Sin empleo de arma","Pasajero motocicleta","Pasajero vehículo","19","Hurto a personas"
"2022 Jan 18 10:30:00 AM","2022 Jan 18 12:00:00 AM","1899-12-31T10:30:00.000","martes","Femenino","5","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","64","Hurto a personas"
"2022 Jan 18 01:00:00 PM","2022 Jan 18 12:00:00 AM","1899-12-31T13:00:00.000","martes","Femenino","7","Atraco","Arma de fuego","A pie","A pie","18","Hurto a personas"
"2022 Jan 18 04:00:00 PM","2022 Jan 18 12:00:00 AM","1899-12-31T16:00:00.000","martes","Femenino","4","Raponazo","Sin empleo de arma","Pasajero motocicleta","Pasajero motocicleta","19","Hurto a personas"
"2022 Jan 18 05:00:00 PM","2022 Jan 18 12:00:00 AM","1899-12-31T17:00:00.000","martes","Masculino","6","Factor de oportunidad","Sin empleo de arma","Conductor motocicleta","A pie","26","Hurto a personas"
"2022 Jan 19 03:30:00 AM","2022 Jan 19 12:00:00 AM","1899-12-31T03:30:00.000","miércoles","Femenino","10","Atraco","Arma blanca","A pie","A pie","34","Hurto a personas"
"2022 Jan 19 07:00:00 AM","2022 Jan 19 12:00:00 AM","1899-12-31T07:00:00.000","miércoles","Masculino","1","Atraco","Arma de fuego","Pasajero motocicleta","Pasajero motocicleta","34","Hurto a personas"
"2022 Jan 19 09:30:00 AM","2022 Jan 19 12:00:00 AM","1899-12-31T09:30:00.000","miércoles","Femenino","5","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","19","Hurto a personas"
"2022 Jan 19 02:00:00 PM","2022 Jan 19 12:00:00 AM","1899-12-31T14:00:00.000","miércoles","Femenino","5","Bataleo","Sin empleo de arma","Pasajero motocicleta","Conductor vehículo","58","Hurto a personas"
"2022 Jan 19 05:00:00 PM","2022 Jan 19 12:00:00 AM","1899-12-31T17:00:00.000","miércoles","Femenino","4","Factor de oportunidad","Sin empleo de arma","A pie","A pie","51","Hurto a personas"
"2022 Jan 19 08:30:00 PM","2022 Jan 19 12:00:00 AM","1899-12-31T20:30:00.000","miércoles","Masculino","6","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","20","Hurto a personas"
"2022 Jan 19 09:57:00 PM","2022 Jan 19 12:00:00 AM","1899-12-31T21:57:00.000","miércoles","Femenino","5","Atraco","Arma de fuego","Pasajero motocicleta","A pie","36","Hurto a personas"
"2022 Jan 19 10:50:00 PM","2022 Jan 19 12:00:00 AM","1899-12-31T22:50:00.000","miércoles","Masculino","5","Raponazo","Sin empleo de arma","Conductor motocicleta","Pasajero motocicleta","29","Hurto a personas"
"2022 Jan 20 06:00:00 AM","2022 Jan 20 12:00:00 AM","1899-12-31T06:00:00.000","jueves","Femenino","1","Atraco","Arma de fuego","Pasajero motocicleta","A pie","33","Hurto a personas"
"2022 Jan 20 01:30:00 PM","2022 Jan 20 12:00:00 AM","1899-12-31T13:30:00.000","jueves","Masculino","10","Atraco","Arma de fuego","Pasajero motocicleta","A pie","57","Hurto a personas"
"2022 Jan 20 04:00:00 PM","2022 Jan 20 12:00:00 AM","1899-12-31T16:00:00.000","jueves","Masculino","7","Atraco","Arma de fuego","A pie","A pie","Sin dato","Hurto a personas"
"2022 Jan 20 04:30:00 PM","2022 Jan 20 12:00:00 AM","1899-12-31T16:30:00.000","jueves","Femenino","2","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","52","Hurto a personas"
"2022 Jan 20 06:40:00 PM","2022 Jan 20 12:00:00 AM","1899-12-31T18:40:00.000","jueves","Femenino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","29","Hurto a personas"
"2022 Jan 20 07:30:00 PM","2022 Jan 20 12:00:00 AM","1899-12-31T19:30:00.000","jueves","Masculino","4","Raponazo","Sin empleo de arma","A pie","A pie","57","Hurto a personas"
"2022 Jan 21 06:30:00 AM","2022 Jan 21 12:00:00 AM","1899-12-31T06:30:00.000","viernes","Masculino","6","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","32","Hurto a personas"
"2022 Jan 21 07:00:00 AM","2022 Jan 21 12:00:00 AM","1899-12-31T07:00:00.000","viernes","Femenino","4","Atraco","Arma de fuego","Pasajero motocicleta","A pie","60","Hurto a personas"
"2022 Jan 21 07:00:00 AM","2022 Jan 21 12:00:00 AM","1899-12-31T07:00:00.000","viernes","Masculino","5","Atraco","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","38","Hurto a personas"
"2022 Jan 21 09:00:00 AM","2022 Jan 21 12:00:00 AM","1899-12-31T09:00:00.000","viernes","Femenino","1","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","40","Hurto a personas"
"2022 Jan 21 10:00:00 AM","2022 Jan 21 12:00:00 AM","1899-12-31T10:00:00.000","viernes","Femenino","7","Violación de cerradura","Contundente","A pie","A pie","41","Hurto a personas"
"2022 Jan 21 12:20:00 PM","2022 Jan 21 12:00:00 AM","1899-12-31T12:20:00.000","viernes","Masculino","10","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","26","Hurto a personas"
"2022 Jan 21 01:00:00 PM","2022 Jan 21 12:00:00 AM","1899-12-31T13:00:00.000","viernes","Masculino","6","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","30","Hurto a personas"
"2022 Jan 21 01:30:00 PM","2022 Jan 21 12:00:00 AM","1899-12-31T13:30:00.000","viernes","Masculino","3","Violación de cerradura","Contundente","Pasajero motocicleta","A pie","41","Hurto a personas"
"2022 Jan 21 09:00:00 PM","2022 Jan 21 12:00:00 AM","1899-12-31T21:00:00.000","viernes","Masculino","6","Atraco","Arma blanca","Pasajero motocicleta","Conductor motocicleta","32","Hurto a personas"
"2022 Jan 21 11:00:00 PM","2022 Jan 21 12:00:00 AM","1899-12-31T23:00:00.000","viernes","Femenino","4","Raponazo","Sin empleo de arma","Conductor motocicleta","A pie","19","Hurto a personas"
"2022 Jan 21 11:30:00 PM","2022 Jan 21 12:00:00 AM","1899-12-31T23:30:00.000","viernes","Masculino","4","Factor de oportunidad","Sin empleo de arma","A pie","Conductor vehículo","48","Hurto a personas"
"2022 Jan 22 05:00:00 AM","2022 Jan 22 12:00:00 AM","1899-12-31T05:00:00.000","sábado","Femenino","4","Cosquilleo","Sin empleo de arma","Pasajero motocicleta","A pie","28","Hurto a personas"
"2022 Jan 22 06:30:00 AM","2022 Jan 22 12:00:00 AM","1899-12-31T06:30:00.000","sábado","Femenino","6","Atraco","Arma blanca","Pasajero motocicleta","Pasajero motocicleta","46","Hurto a personas"
"2022 Jan 22 10:30:00 AM","2022 Jan 22 12:00:00 AM","1899-12-31T10:30:00.000","sábado","Masculino","7","Atraco","Arma de fuego","A pie","Conductor motocicleta","45","Hurto a personas"
"2022 Jan 22 12:30:00 PM","2022 Jan 22 12:00:00 AM","1899-12-31T12:30:00.000","sábado","Femenino","3","Raponazo","Sin empleo de arma","Conductor motocicleta","A pie","33","Hurto a personas"
"2022 Jan 22 05:30:00 PM","2022 Jan 22 12:00:00 AM","1899-12-31T17:30:00.000","sábado","Femenino","1","Raponazo","Sin empleo de arma","Conductor motocicleta","A pie","48","Hurto a personas"
"2022 Jan 22 06:00:00 PM","2022 Jan 22 12:00:00 AM","1899-12-31T18:00:00.000","sábado","Masculino","10","Atraco","Arma de fuego","Pasajero motocicleta","A pie","19","Hurto a personas"
"2022 Jan 22 07:00:00 PM","2022 Jan 22 12:00:00 AM","1899-12-31T19:00:00.000","sábado","Masculino","Fortalecillas","Atraco","Arma de fuego","A pie","A pie","19","Hurto a personas"
"2022 Jan 22 10:00:00 PM","2022 Jan 22 12:00:00 AM","1899-12-31T22:00:00.000","sábado","Femenino","1","Atraco","Arma blanca","Pasajero motocicleta","Pasajero motocicleta","54","Hurto a personas"
"2022 Jan 23 02:00:00 AM","2022 Jan 23 12:00:00 AM","1899-12-31T02:00:00.000","domingo","Masculino","5","Atraco","Arma de fuego","Pasajero motocicleta","A pie","27","Hurto a personas"
"2022 Jan 23 07:20:00 AM","2022 Jan 23 12:00:00 AM","1899-12-31T07:20:00.000","domingo","Femenino","2","Atraco","Arma blanca","A pie","A pie","33","Hurto a personas"
"2022 Jan 23 11:00:00 AM","2022 Jan 23 12:00:00 AM","1899-12-31T11:00:00.000","domingo","Femenino","1","Atraco","Arma blanca","A pie","A pie","41","Hurto a personas"
"2022 Jan 23 10:00:00 PM","2022 Jan 23 12:00:00 AM","1899-12-31T22:00:00.000","domingo","Masculino","8","Atraco","Arma blanca","Pasajero motocicleta","Conductor motocicleta","29","Hurto a personas"
"2022 Jan 24 01:00:00 AM","2022 Jan 24 12:00:00 AM","1899-12-31T01:00:00.000","lunes","Femenino","7","Atraco","Arma de fuego","Conductor motocicleta","Conductor motocicleta","24","Hurto a personas"
"2022 Jan 24 03:30:00 AM","2022 Jan 24 12:00:00 AM","1899-12-31T03:30:00.000","lunes","Masculino","9","Atraco","Arma de fuego","A pie","A pie","27","Hurto a personas"
"2022 Jan 24 05:00:00 AM","2022 Jan 24 12:00:00 AM","1899-12-31T05:00:00.000","lunes","Masculino","5","Atraco","Arma de fuego","Pasajero motocicleta","A pie","29","Hurto a personas"
"2022 Jan 24 05:30:00 AM","2022 Jan 24 12:00:00 AM","1899-12-31T05:30:00.000","lunes","Femenino","El Caguán","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","34","Hurto a personas"
"2022 Jan 24 06:00:00 AM","2022 Jan 24 12:00:00 AM","1899-12-31T06:00:00.000","lunes","Masculino","4","Atraco","Arma blanca","Pasajero motocicleta","A pie","53","Hurto a personas"
"2022 Jan 24 11:00:00 AM","2022 Jan 24 12:00:00 AM","1899-12-31T11:00:00.000","lunes","Femenino","2","Factor de oportunidad","Sin empleo de arma","A pie","A pie","29","Hurto a personas"
"2022 Jan 24 11:30:00 AM","2022 Jan 24 12:00:00 AM","1899-12-31T11:30:00.000","lunes","Masculino","6","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","35","Hurto a personas"
"2022 Jan 24 05:00:00 PM","2022 Jan 24 12:00:00 AM","1899-12-31T17:00:00.000","lunes","Masculino","2","Atraco","Arma de fuego","Pasajero motocicleta","A pie","24","Hurto a personas"
"2022 Jan 25 07:00:00 AM","2022 Jan 25 12:00:00 AM","1899-12-31T07:00:00.000","martes","Masculino","4","Cosquilleo","Sin empleo de arma","Conductor motocicleta","Conductor motocicleta","36","Hurto a personas"
"2022 Jan 25 07:30:00 AM","2022 Jan 25 12:00:00 AM","1899-12-31T07:30:00.000","martes","Masculino","5","Factor de oportunidad","Sin empleo de arma","Bicilceta","A pie","21","Hurto a personas"
"2022 Jan 25 08:30:00 AM","2022 Jan 25 12:00:00 AM","1899-12-31T08:30:00.000","martes","Femenino","6","Atraco","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","29","Hurto a personas"
"2022 Jan 25 12:00:00 PM","2022 Jan 25 12:00:00 AM","1899-12-31T12:00:00.000","martes","Masculino","6","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","41","Hurto a personas"
"2022 Jan 25 07:00:00 PM","2022 Jan 25 12:00:00 AM","1899-12-31T19:00:00.000","martes","Femenino","8","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","38","Hurto a personas"
"2022 Jan 26 02:00:00 AM","2022 Jan 26 12:00:00 AM","1899-12-31T02:00:00.000","miércoles","Masculino","2","Raponazo","Sin empleo de arma","A pie","A pie","27","Hurto a personas"
"2022 Jan 26 03:00:00 AM","2022 Jan 26 12:00:00 AM","1899-12-31T03:00:00.000","miércoles","Masculino","8","Atraco","Arma blanca","A pie","A pie","26","Hurto a personas"
"2022 Jan 26 07:00:00 AM","2022 Jan 26 12:00:00 AM","1899-12-31T07:00:00.000","miércoles","Femenino","2","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","20","Hurto a personas"
"2022 Jan 26 04:20:00 PM","2022 Jan 26 12:00:00 AM","1899-12-31T16:20:00.000","miércoles","Masculino","6","Raponazo","Sin empleo de arma","A pie","A pie","36","Hurto a personas"
"2022 Jan 26 05:30:00 PM","2022 Jan 26 12:00:00 AM","1899-12-31T17:30:00.000","miércoles","Femenino","6","Raponazo","Sin empleo de arma","Conductor motocicleta","Conductor motocicleta","68","Hurto a personas"
"2022 Jan 26 06:30:00 PM","2022 Jan 26 12:00:00 AM","1899-12-31T18:30:00.000","miércoles","Masculino","1","Atraco","Arma de fuego","Pasajero motocicleta","A pie","40","Hurto a personas"
"2022 Jan 26 06:45:00 PM","2022 Jan 26 12:00:00 AM","1899-12-31T18:45:00.000","miércoles","Masculino","4","Factor de oportunidad","Sin empleo de arma","A pie","A pie","62","Hurto a personas"
"2022 Jan 26 07:00:00 PM","2022 Jan 26 12:00:00 AM","1899-12-31T19:00:00.000","miércoles","Femenino","2","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","39","Hurto a personas"
"2022 Jan 26 07:30:00 PM","2022 Jan 26 12:00:00 AM","1899-12-31T19:30:00.000","miércoles","Femenino","2","Factor de oportunidad","Sin empleo de arma","A pie","Conductor vehículo","29","Hurto a personas"
"2022 Jan 27 01:30:00 AM","2022 Jan 27 12:00:00 AM","1899-12-31T01:30:00.000","jueves","Femenino","5","Atraco","Arma blanca","Pasajero motocicleta","A pie","38","Hurto a personas"
"2022 Jan 27 06:30:00 AM","2022 Jan 27 12:00:00 AM","1899-12-31T06:30:00.000","jueves","Femenino","3","Atraco","Arma de fuego","Pasajero motocicleta","A pie","42","Hurto a personas"
"2022 Jan 27 07:00:00 AM","2022 Jan 27 12:00:00 AM","1899-12-31T07:00:00.000","jueves","Femenino","4","Atraco","Arma de fuego","Pasajero motocicleta","A pie","42","Hurto a personas"
"2022 Jan 27 10:00:00 AM","2022 Jan 27 12:00:00 AM","1899-12-31T10:00:00.000","jueves","Femenino","3","Atraco","Arma de fuego","Pasajero motocicleta","A pie","31","Hurto a personas"
"2022 Jan 27 10:00:00 AM","2022 Jan 27 12:00:00 AM","1899-12-31T10:00:00.000","jueves","Masculino","5","Atraco","Arma de fuego","Pasajero motocicleta","A pie","26","Hurto a personas"
"2022 Jan 27 11:00:00 AM","2022 Jan 27 12:00:00 AM","1899-12-31T11:00:00.000","jueves","Masculino","6","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","41","Hurto a personas"
"2022 Jan 27 01:00:00 PM","2022 Jan 27 12:00:00 AM","1899-12-31T13:00:00.000","jueves","Femenino","4","Atraco","Arma blanca","Pasajero motocicleta","A pie","28","Hurto a personas"
"2022 Jan 27 03:00:00 PM","2022 Jan 27 12:00:00 AM","1899-12-31T15:00:00.000","jueves","Masculino","10","Atraco","Arma de fuego","Pasajero motocicleta","A pie","37","Hurto a personas"
"2022 Jan 27 05:00:00 PM","2022 Jan 27 12:00:00 AM","1899-12-31T17:00:00.000","jueves","Masculino","10","Factor de oportunidad","Sin empleo de arma","A pie","Conductor vehículo","61","Hurto a personas"
"2022 Jan 27 07:00:00 PM","2022 Jan 27 12:00:00 AM","1899-12-31T19:00:00.000","jueves","Femenino","4","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","24","Hurto a personas"
"2022 Jan 28 01:30:00 AM","2022 Jan 28 12:00:00 AM","1899-12-31T01:30:00.000","viernes","Masculino","3","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","30","Hurto a personas"
"2022 Jan 28 03:00:00 AM","2022 Jan 28 12:00:00 AM","1899-12-31T03:00:00.000","viernes","Masculino","2","Uso de sustancias toxicas","Escopolamina","A pie","A pie","37","Hurto a personas"
"2022 Jan 28 08:00:00 AM","2022 Jan 28 12:00:00 AM","1899-12-31T08:00:00.000","viernes","Femenino","6","Raponazo","Sin empleo de arma","Conductor motocicleta","Conductor motocicleta","30","Hurto a personas"
"2022 Jan 28 09:30:00 AM","2022 Jan 28 12:00:00 AM","1899-12-31T09:30:00.000","viernes","Masculino","2","Atraco","Arma blanca","Pasajero motocicleta","A pie","37","Hurto a personas"
"2022 Jan 28 10:30:00 AM","2022 Jan 28 12:00:00 AM","1899-12-31T10:30:00.000","viernes","Masculino","3","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","34","Hurto a personas"
"2022 Jan 28 11:30:00 AM","2022 Jan 28 12:00:00 AM","1899-12-31T11:30:00.000","viernes","Femenino","1","Atraco","Sin empleo de arma","A pie","A pie","43","Hurto a personas"
"2022 Jan 28 02:20:00 PM","2022 Jan 28 12:00:00 AM","1899-12-31T14:20:00.000","viernes","Masculino","8","Atraco","Arma de fuego","A pie","A pie","23","Hurto a personas"
"2022 Jan 28 03:30:00 PM","2022 Jan 28 12:00:00 AM","1899-12-31T15:30:00.000","viernes","Masculino","10","Atraco","Arma de fuego","A pie","A pie","24","Hurto a personas"
"2022 Jan 28 04:30:00 PM","2022 Jan 28 12:00:00 AM","1899-12-31T16:30:00.000","viernes","Masculino","9","Atraco","Arma de fuego","Pasajero motocicleta","A pie","38","Hurto a personas"
"2022 Jan 28 07:00:00 PM","2022 Jan 28 12:00:00 AM","1899-12-31T19:00:00.000","viernes","Femenino","2","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","55","Hurto a personas"
"2022 Jan 29 01:30:00 AM","2022 Jan 29 12:00:00 AM","1899-12-31T01:30:00.000","sábado","Femenino","4","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","27","Hurto a personas"
"2022 Jan 29 03:30:00 AM","2022 Jan 29 12:00:00 AM","1899-12-31T03:30:00.000","sábado","Masculino","1","Atraco","Arma de fuego","Pasajero motocicleta","A pie","20","Hurto a personas"
"2022 Jan 29 03:30:00 AM","2022 Jan 29 12:00:00 AM","1899-12-31T03:30:00.000","sábado","Masculino","1","Atraco","Arma blanca","Pasajero motocicleta","A pie","29","Hurto a personas"
"2022 Jan 29 04:30:00 AM","2022 Jan 29 12:00:00 AM","1899-12-31T04:30:00.000","sábado","Femenino","El Caguán","Atraco","Contundente","Pasajero motocicleta","Conductor motocicleta","28","Hurto a personas"
"2022 Jan 29 11:30:00 AM","2022 Jan 29 12:00:00 AM","1899-12-31T11:30:00.000","sábado","Femenino","2","Atraco","Arma de fuego","Pasajero motocicleta","A pie","30","Hurto a personas"
"2022 Jan 29 12:30:00 PM","2022 Jan 29 12:00:00 AM","1899-12-31T12:30:00.000","sábado","Femenino","4","Raponazo","Sin empleo de arma","Conductor motocicleta","A pie","41","Hurto a personas"
"2022 Jan 29 01:30:00 PM","2022 Jan 29 12:00:00 AM","1899-12-31T13:30:00.000","sábado","Femenino","4","Cosquilleo","Sin empleo de arma","A pie","A pie","39","Hurto a personas"
"2022 Jan 29 03:00:00 PM","2022 Jan 29 12:00:00 AM","1899-12-31T15:00:00.000","sábado","Masculino","5","Atraco","Arma de fuego","A pie","A pie","24","Hurto a personas"
"2022 Jan 29 10:00:00 PM","2022 Jan 29 12:00:00 AM","1899-12-31T22:00:00.000","sábado","Masculino","2","Atraco","Arma blanca","Pasajero motocicleta","A pie","67","Hurto a personas"
"2022 Jan 29 10:00:00 PM","2022 Jan 29 12:00:00 AM","1899-12-31T22:00:00.000","sábado","Masculino","9","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","54","Hurto a personas"
"2022 Jan 29 11:30:00 PM","2022 Jan 29 12:00:00 AM","1899-12-31T23:30:00.000","sábado","Masculino","4","Factor de oportunidad","Sin empleo de arma","A pie","Conductor motocicleta","21","Hurto a personas"
"2022 Jan 30 11:30:00 AM","2022 Jan 30 12:00:00 AM","1899-12-31T11:30:00.000","domingo","Masculino","2","Factor de oportunidad","Sin empleo de arma","A pie","A pie","22","Hurto a personas"
"2022 Jan 30 11:40:00 AM","2022 Jan 30 12:00:00 AM","1899-12-31T11:40:00.000","domingo","Masculino","9","Factor de oportunidad","Sin empleo de arma","A pie","A pie","62","Hurto a personas"
"2022 Jan 30 04:30:00 PM","2022 Jan 30 12:00:00 AM","1899-12-31T16:30:00.000","domingo","Masculino","10","Atraco","Arma blanca","A pie","A pie","59","Hurto a personas"
"2022 Jan 30 06:00:00 PM","2022 Jan 30 12:00:00 AM","1899-12-31T18:00:00.000","domingo","Femenino","El Caguán","Factor de oportunidad","Sin empleo de arma","A pie","A pie","43","Hurto a personas"
"2022 Jan 30 09:00:00 PM","2022 Jan 30 12:00:00 AM","1899-12-31T21:00:00.000","domingo","Femenino","9","Atraco","Arma blanca","Pasajero motocicleta","A pie","46","Hurto a personas"
"2022 Jan 31 08:00:00 AM","2022 Jan 31 12:00:00 AM","1899-12-31T08:00:00.000","lunes","Femenino","7","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","52","Hurto a personas"
"2022 Jan 31 01:00:00 PM","2022 Jan 31 12:00:00 AM","1899-12-31T13:00:00.000","lunes","Masculino","2","Atraco","Sin empleo de arma","Pasajero motocicleta","A pie","31","Hurto a personas"
"2022 Jan 31 05:30:00 PM","2022 Jan 31 12:00:00 AM","1899-12-31T17:30:00.000","lunes","Femenino","5","Atraco","Arma de fuego","Pasajero motocicleta","A pie","49","Hurto a personas"
"2022 Jan 31 07:00:00 PM","2022 Jan 31 12:00:00 AM","1899-12-31T19:00:00.000","lunes","Femenino","6","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","33","Hurto a personas"
